# t,ab_pd,lp,py
0.000000000000000000e+00 -5.102402131190069667e+01 -5.027551644379705920e+01 -5.133680478659361057e+01
2.500000000000000000e-01 -5.017777377324109978e+01 -4.837517458436143869e+01 -5.090389787158920143e+01
5.000000000000000000e-01 -5.012869910284252484e+01 -5.109009277052634701e+01 -5.278002287964751105e+01
7.500000000000000000e-01 -5.029677663524155662e+01 -5.108707457292387488e+01 -4.931012619526667606e+01
1.000000000000000000e+00 -5.072893947124747172e+01 -4.908055599336079666e+01 -4.953742698364834496e+01
1.250000000000000000e+00 -4.943444605296596706e+01 -4.999376827577802374e+01 -4.950526577260882277e+01
1.500000000000000000e+00 -5.016226746841385875e+01 -4.887554099551996245e+01 -5.091918234100879204e+01
1.750000000000000000e+00 -4.880173334563073695e+01 -4.866611307135693210e+01 -4.934209044688645207e+01
2.000000000000000000e+00 -4.999183949000209992e+01 -5.051730731877229630e+01 -5.101046588692967987e+01
2.250000000000000000e+00 -4.981009754630927944e+01 -4.948016745481114498e+01 -5.070559492422608372e+01
2.500000000000000000e+00 -4.835100943880168956e+01 -5.036158374348140399e+01 -5.038624935354409473e+01
2.750000000000000000e+00 -4.875518547226606358e+01 -4.920897913016701608e+01 -5.024391544384111796e+01
3.000000000000000000e+00 -4.816266052746992443e+01 -4.851673518751893255e+01 -4.913298473546095835e+01
3.250000000000000000e+00 -5.000847027969516034e+01 -4.969903575881437519e+01 -4.978129857913990719e+01
3.500000000000000000e+00 -5.024977192128006465e+01 -5.001851102712778641e+01 -5.011853420000296921e+01
3.750000000000000000e+00 -4.977498964607595155e+01 -4.864950010870293795e+01 -4.956294545064176305e+01
4.000000000000000000e+00 -4.941989385006019830e+01 -5.033348959008897339e+01 -5.008253544159836679e+01
4.250000000000000000e+00 -4.923104706237274542e+01 -4.975416940910561436e+01 -5.001786920818648952e+01
4.500000000000000000e+00 -4.940142223312842873e+01 -5.031994594587696668e+01 -5.051183965049751379e+01
4.750000000000000000e+00 -4.946599442911797695e+01 -5.143687651563475782e+01 -4.935858349677493351e+01
5.000000000000000000e+00 -5.067417130070879239e+01 -5.030616629902363712e+01 -5.066635977071142349e+01
5.250000000000000000e+00 -4.887941263140640302e+01 -5.055860474473933408e+01 -5.082339032809355928e+01
5.500000000000000000e+00 -5.040500183816349278e+01 -5.097865299008651618e+01 -5.058448176165111931e+01
5.750000000000000000e+00 -4.869174209314354584e+01 -5.133736033263714660e+01 -5.044668536914016244e+01
6.000000000000000000e+00 -5.018107590964689280e+01 -4.949365688242306760e+01 -4.904440410868529909e+01
6.250000000000000000e+00 -4.854398183304470393e+01 -4.920058816665718382e+01 -4.965666402500334442e+01
6.500000000000000000e+00 -5.073187051005618287e+01 -5.194002830497226597e+01 -5.044864236430353799e+01
6.750000000000000000e+00 -4.951170136486138063e+01 -4.906890434316869687e+01 -5.097378429077403439e+01
7.000000000000000000e+00 -4.806153666920932466e+01 -4.926036069510531945e+01 -4.951198460121278799e+01
7.250000000000000000e+00 -4.859572394050785960e+01 -4.939312667410173674e+01 -5.049738995579382816e+01
7.500000000000000000e+00 -4.899579841555707560e+01 -4.978585833267516847e+01 -4.977674593681929593e+01
7.750000000000000000e+00 -4.947303042685896912e+01 -5.025511003280729483e+01 -4.899926056974635458e+01
8.000000000000000000e+00 -4.752791540301160467e+01 -5.112564411866493685e+01 -4.967920140565233567e+01
8.250000000000000000e+00 -4.924486332564176649e+01 -5.072179920313335799e+01 -4.814781310075370868e+01
8.500000000000000000e+00 -5.179518699929661096e+01 -5.206594029045948702e+01 -4.927956049303006836e+01
8.750000000000000000e+00 -5.085324747655077715e+01 -5.151857449661397226e+01 -4.987889415512771762e+01
9.000000000000000000e+00 -4.851706213479968710e+01 -5.004299416897485031e+01 -4.849451926393565770e+01
9.250000000000000000e+00 -5.014223433393534890e+01 -5.010383722239285476e+01 -5.013430110035323395e+01
9.500000000000000000e+00 -4.825875662930554455e+01 -5.034807452191594734e+01 -4.950403648845869498e+01
9.750000000000000000e+00 -4.908162219832515660e+01 -5.016453167195968632e+01 -5.123007384513045537e+01
1.000000000000000000e+01 -4.810705275457487318e+01 -5.041937917927504031e+01 -5.103814094192599526e+01
